2,Missing beds,Elizabeth S,"Booked the presidential suite for 4 adults but when we checked in, there was only 1 king size bed. When we finally reached the front desk, they sent a staff to check the  room and discovered that there were no sofa beds among the 4 sofas. He said that they must have changed the furnitures. When I requested rollaway beds, I was told that there were none available as I did not order any.  When I asked where the other 2 adults would sleep as indicated in the booking, they suggested using the sofas and that they would sent sheets up. Housekeeping dropped off sheets, no pillows. Left us to make up sofas as beds. Nothing grand about this brand.",https://www.tripadvisor.com/Profile/ElizabethS2357
2,Is this the new Hilton model ?,John K,"At one point Hilton had good properties. Not so anymore. No on site restaurant ( only a fast food deli ), no room service, no in room fridge, no in room coffee. broken mirror repaired with black tape. Great central location, close to everything in Midtown, but select another property.",https://www.tripadvisor.com/Profile/johnkS9526OZ
2,A very upsetting start to our trip.,Amy,"We recently stayed at this hotel and safe to say it got off to a bad start. When we arrived we were happy with the location of the hotel as it is just around the corner from Times Square. However, as we went to check in the gentleman at reception asked to have our bank card to charge $100 which we were not informed about. My partner's card was not accepted as we had not informed our bank that we were travelling to the USA as we simply didn't see why we would need to use our bank card. Due to the time difference we could only set up the card to work the morning after we checked in,we went back to the reception and explained there was nothing we could do and we were rather rudely told to either go and come back in the morning with no where else to stay as we had just travelled…",https://www.tripadvisor.com/Profile/amyjpx
2,Renovated the hotel but not the staff,bdw8285,Such a disappointment. I've stayed here many many times through the years. One of my favorite hotels. I'm Titanium Elite which tells you I've stayed in a lot of Marriott locations. I can't help but think of their great commercials that demonstrate thoughtful hospitality. Such a ruse. This hotel is so busy they have no motivation to be kind or hospitable to guests especially during the holidays. The staff is rude and abrasive and makes no effort to accommodate. As well during the holidays they close the concierge lounge and open the 5th floor ballroom which has more space. But they keep the 30th floor lounge closed and you can't go in and get water. No water in the room. They don't honor the late check out since they are so busy...I get that on some level ...but at least they…,https://www.tripadvisor.com/Profile/bdw8285
1,Disgusting staff and mold infested rooms,Matars_Z,"So you get your reservation for two rooms at this hotel, and you call six times to try to get someone at the desk to upgrade it to a deluxe room when you realize that every few floors of the hotel are from a different era, undergoing constant renovations.  They ask you to pay $240 ($30/room/night) to go from your standard booking to a DELUXE.  You immediately agree and it is taken care of…..  You call again a second time, just to be sure all is OK and give them your arrival time and ask that they ensure you have two delux renovated rooms.  You call a THIRD time to ensure you have the right kind of room, that the upgrade is in the system, and that all is set for your guests flying in across the country.  You finally arrive at this hotel, at 9 pm on a Friday.  This horrid hotel,…",https://www.tripadvisor.com/Profile/Matars_Z
1,Big Johnny Vito says don't waste your time on this one folks,Mark P,"This hotel is really showing it's age. The check in lines are long and Mr. & Mrs Johnny didn't get the room type we reserved. Also the toilet leaked all over the floor whenever you flushed it. You could barely turn around in the bathroom. The coffee maker in the room didn't work properly. For what they charge, not worth it.",https://www.tripadvisor.com/Profile/JohnnyVito
1,Bait & Switch,Bob J,"Visit with the hotel was fine. Upon checkout, front desk asked if we liked our stay, and when we said we did, they asked if we’d like another stay at a discounted rate.  He was selling for Marriott Vacations, discounted rate with a requirement to attend a 90 minute sales presentation.  He said that there were no blackout dates with the exception of New Years Eve.  When we went to make a reservation in January, they said the special package was sold out (I checked and the hotel had rooms available for my dates). After several phone calls, they agreed to refund my $199 down payment. That was January 7. Every time I call since then to see why my refund has not been processed, they attempt to have me stay at a “Pulse” property. I remind them that we specifically wanted a stay at the…",https://www.tripadvisor.com/Profile/BobJ83
1,Poor customer service... stay else where,Michael S,Was running late as my flights changed and they would not let my sister get concierge access even though I'm a top level guest and I will arrive later tonight. Desk clerk and manager on duty were very unfriendly. Try another hotel with friendlier staff.,https://www.tripadvisor.com/Profile/R3316TGmichaels
2,Very disappointing for a Hyatt,Lisa M,"I recently (last weekend) attended a fitness convention at the Grand Hyatt in NYC next to Grand Central Station. Paid about $225 a night, and being a Hyatt, one would expect top knotch service and quality. I booked a room with my husband, and our room connected to my friend and her husbands room as she was attending the conference with me. It was as if we were the poor relations compared to my friend.  Everything they had we didn’t! No blow dryer, no nice couch and table, no working phone.  Our room felt as if it was in the Sahara desert it was so dry!  Heater wouldnt seem to shut off no matter what the thermostat was set to. Hot water took AT LEAST 15 minutes to heat up.  We had maintenance up the first day because after 20 minutes of running both the sink and shower I was…",https://www.tripadvisor.com/Profile/lisamM6118WG
1,It Is So Noisy with Couldn't Care Less Attitude,David C,What a horrible hotel. The staff have a couldn't give a damn attitude. Maybe they think because it's NY that is the way it is. Well I wasn't impressed. You couldn't get full breakfast before 0700 and even then it was $30 for a breakfast which is daylight robbery. Top tip go down the street 1 block to Le Pain Quotidien. Better value and better price.  Never again midtown Hilton.,https://www.tripadvisor.com/Profile/Q6266NJdavidc
2,"Great Location, average Hotel",Andrew C,"Our expectations of this hotel were that it was in a great location, right near Time Square and that it would have great rooms and great service. The first assumption was correct, it is in a great location with only 1 minute walk into the heart of Times Square. But unfortunately that is where it stopped for us. First, the room we were provided for a family of four was inadequate. It is pokey, hot and stuffy and very noisy, and if you run the air conditioning it is too loud. There is mould in the bathroom with paint peeling off the walls. The bathroom door is also damaged with a hole in it. On two mornings in a row the water pressure has been next to nothing, and this morning it is coming out brown and dirty. On ringing reception the service we received was less than…",https://www.tripadvisor.com/Profile/M343NDandrewc
1,"Well, I won’t be staying here again...",ElizabethTonyLim,"Listen, normally I’m taking names and writing great reviews and try to give credit where credit is due. I feel that these trip advisors are helpful to get the real scoop. The condition of this hotel is dreadful, peeling laminate on the cabinets, worn out and stained carpet, and the ceiling was leaking, I felt like I was living in a dorm room, had to ask for q-tips, and anything else I wanted, I’m used to looking forward to the goodies in my room, nothing.  This hotel is in a great location but they’ve neglected the hotel and haven’t upgraded.   The only consolation is that the workers are nice! Gregory the night shift manager - fabulous  effort and you could tell her really cared and did make the situation better. Chevonne at the grand club - really a great asset, cared and did…",https://www.tripadvisor.com/Profile/ElizabethTonyLim
2,Just checked in... not thrilled.,Chris,"Just checked in and not so thrilled to spend two days here. On this stay, I acquire enough stays to become a globalist but if this is a sign of their properties then I’m really rethinking my choice in brands.  - The frame of the TV is busted up and falling off the TV itself.  - Theres a big empty spot where it appears there should be a picture on the wall. There’s 2 picture frame hangers screwed in there, just no picture.  - Carpet doesn’t look like it was cleaned very well  There were so many better priced rooms around the city this weekend but I chose here due to brand and building status. I’m very much rethinking it now. It’s surprisingly a dump!",https://www.tripadvisor.com/Profile/ChrisCachoo
2,Location doesn't make up for the poor quality rooms,#NAME?,"I stayed here for 1 night on a NY stop over..... really was horrified.  From the outside the hotel looks OK. Front desk service is good..... then I walked into the room and it went downhill from there.  The room was a double, but only had 2 single beds. I could live with that except that it smelt damp, the aircon was really loud and I felt like I was staying in a dodgy hostel. Actually was scared going to sleep! My friend and I wore thongs into the bathroom and I seriously considered just waiting until our next stop to shower!! (Chose to use it in the end).  The ONLY plus to this hotel is its' Times Square location, but for me, that didn't make up for the fact that it was just gross. I'd also pay double the price to stay somehwere decent.",https://www.tripadvisor.com/Profile/-Chanelle-F
2,A shadow of its former self,onthelanai,"First, the positive: Every member of the staff I encountered here was pleasant.   Beyond that, please do your research before staying here, especially if you'd experienced this property when it was a Grand Hyatt.   Apparently, it was announced in 2019 that this property was set for demolition. Then, during the heights of covid, NYC passed a law that made it expensive for this property (and others) to lay off its staff, so they paused demolition plans and rebranded to a standard Hyatt.   This is tricky, because the name is now Hyatt Grand Central, which makes sense because it's adjacent to Grand Central but also makes you think it's still a Grand Hyatt — and they seem to have abandoned any commitment to a quality experience for customers while they ostensibly wait to eventually…",https://www.tripadvisor.com/Profile/onthelanai
2,The Location is the best thing about the Hotel Edison,K J,"The Hotel Edison is in a great location, Times Square is just around the corner and most of the popular NYC attractions are in walking distance.  The lobby has some interesting art deco wall decor.  Danny's is a great deli  breakfast spot just next door.  Sorry folks, but that's where the good ends.... I stayed here with a group and the rooms are very small and randomly refurbished, mostly not refurbished!!  Don't let he photos online fool you.  The bathrooms are so tiny we had to bring our toiletries in and out of the room, barely enough room for a toothbrush!!   My room faced 47th street and the noise was unbearable, not to mention the A/C noise!! Tons of tour groups and packed elevators made for a not so pleasent stay.",https://www.tripadvisor.com/Profile/Kjust
1,Worst Hotel Experience Ever!,Paul M,It starts with the front desk staff. They were rude and insulting. The location is great and that is about it. This hotel needs new management and new staff that treat and respects all guests. Our disabled son said he never wants to go back! Nobody helped with our bags when we arrived and when we left. The water temp in one of our rooms was tepid and the sink was plugged and wouldn't drain. ,https://www.tripadvisor.com/Profile/P2815IPpaulm
2,For Sleeping Only,Anne A,"The lobby of the Grand Hyatt is grand, sleek and the only good thing about the hotel.  Once you get to your room, you will be very disappointed. The décor is dingy, the rooms are poky, there is nowhere to put your makeup on, and the shower is nothing but a dribble. Oh, and the toilet seat is so low it’s barely off the floor, but you won’t need to go very much because there’s no kettle or coffee maker (sending you to the over-priced Starbucks franchise in the lobby). I have attached a couple of pictures to show how battered the furniture was. Disgraceful in a premier hotel. There was only one thing saving us from checking out straight away and looking for another hotel – the bed was large and quite comfy, so at least we got a good night’s sleep. Oh, hang on, when we woke up, one…",https://www.tripadvisor.com/Profile/654annea
1,Don't bother with this hotel. They never clean the rooms,Michael H,"Booked this hotel through Thomas Cook in Deal Kent. This trip to NYC was supposed to be a birthday present for my partners 65th birthday But ""That"" was a mistake to start with as the agent recommended this hotel to us but she had never stayed there, yes it's central to all attractions and right next to Penn Station and Maddison Square gardens but after you admire the outside of the building you expect great things, and to be honest the main foyer to the hotel is full of Art Deco beauty but that's where it finished. The front of house staff were rude and arrogant also we were not told we would be stung with a $220 compulsory bill before they would give us our keys, this was to cover cleaning the room, use of conference facilities, wifi and use of the gym. Why the hell do I want…",https://www.tripadvisor.com/Profile/I8007BTmichaelh
2,Disappointed ,517TH,"This hotel has gone down. Never even got any bottled waters in the room and no mini fridge in room. It needs renovating bad. Elevators are slow. Room service is closed a lot of the time, like in the afternoons. The $30 destination fee is a rip off.  Marriott members get free WiFi already and fee only covers the restaurant I was told at checking out when I had to pay for hundreds of dollars at snack bar that does not count. Concierge lounge is closed on weekends. Have stayed here many times, but this will probably be my last for a while. You are strictly paying for location, which is in the middle of Times Square.  As a Titanium member, I will go elsewhere from now on. ",https://www.tripadvisor.com/Profile/517TH
2,"Very large hotel, VERY average in all other ways.",JamesE339,"Stayed here in January as an elite traveler.  Room was average, nothing special at all.  Fight for elevators and 'wait times' were irritating.  Hotel was crowded for conference.  What really irritated me, is that I am long time elite member of the Marriott family of hotels.  I am promised club access or full breakfast when i stay at Marriott hotels.  Well, this hotel doesn't participate in that part of the program.  The Club is closed on weekends.  Really?  You are PACKED!  Why?  They don't offer breakfast vouchers as a replacement.  Oh, you get a coupon thats value is good for a muffin (maybe), but wont cover  20% of the cost of a continental buffet in their restaurant.  This policy is making the rounds on travel sites, as SEVERAL Marriott hotels are now doing this. The list…",https://www.tripadvisor.com/Profile/JamesE339
2,Weekday get away,John R,My wife booked this hotel On Tuesday July 9th. 2019 Checking in was not so easy and this   hotel has the worst customer service in the city I have ever had. We were given a room that was still occupied when we went back to the lobby and told the manager she brought my wife to the desk and the girl was questioning my wife like she was a criminal. We originally asked for a room not close to the elevator. Anyone want to guess where we were? Yes across from the elevator. Security is a problem the place is small and homeless people try to sneak in. Bottom line not worth risking your safety for the same price as a name brand hotel.,https://www.tripadvisor.com/Profile/johnrF2364EI
2,Rude frond desk,Jon W,"The hotel is in a great location so I can understand why the hotel staffs don't have to work hard to get customers.  However the front desk staffs are extremely rude.  I came to the hotel around 9pm, there was no one at the elite member desk, the regular desk only had 2 person working, so I waited at the regular line.  When it was my turn, the front desk person Sue called the guy just got to the elite line, I was asking why she didn't let me go first because I was there first.  She just relied that I was not an elite member.   I am actually a gold member, but apparently I waited at the wrong line so it was my fault.  After I got the room, it was at the end of some kind alley.  I went back to the front desk and asking if I could get a different room.  The check in lady said was…",https://www.tripadvisor.com/Profile/JonW128
1,Not Sure why it is still branded “Hyatt” – Rude Check-in & Underwhelming Experience…,Adrian L,"Sadly, Hyatt Grand Central will be “memorable” for the wrong reason under my travel history.  I still question why this particular hotel is still branded as “Hyatt,” when Hyatt Place delivers more service than this supposedly higher-end Hyatt.  I understand why it is downgraded from Grand Hyatt to Hyatt, but even calling it a Hyatt Place will be too much.  There is still no indoor restaurant so dining is limited to an overpriced but underwhelming “New York Deli”.  Sit-down breakfast is simply not an option because there is no on-site restaurant at all, and based on this point, this hotel should not be branded as “Hyatt” at all.   Even Hyatt Place has a breakfast room, and sorry, Covid-19 is no longer an adequate excuse for not reopening the on-site restaurant or at least…",https://www.tripadvisor.com/Profile/adrianl277
1,"Worst service, cleanliness, timeliness in NYC",anne d,"I stay in Manhattan hotels 30 nights or more per year and have never felt so compelled to warn travelers away. My room, with guaranteed check-in at 2 pm was not available til 11 pm. When I reached the room, it smelled badly of smoke. The hotel claimed no other rooms were available but they would happily move me to another hotel which Trip Advisor patrons rate as poor. The bathroom was not clean and the furnishings reeked of smoke. Worst of all , the front desk manager was sublimely indifferent and totally indifferent to my situation. Try the Hyatt at 48th and Lex ....a world of difference in service, cleanliness and hospitality",https://www.tripadvisor.com/Profile/anned342
2,Great location shabby rooms.,David C,"The location is great, but the room was small and shabby. The air conditioning did not work, the pipes rattled like  a drill when using the shower.  The curtains and nets were dirty, one had lipstick on. The pillow on our bed smelled, and the paint work was flaking off. There was fag butts on the window sill. The staff whilst not rude was mechanical and robotic, lacking any serenity. Don't check out late you be charge half a day per room, even for 3 hrs. On the plus side the location is great, security is very good staff ask to see your room key before you could use lifts without fail and you get a free safe. I stayed in May 2014 for four days,I would not return to the Edison hotel but New York is great. Go to Madame Tussaud's tourists information for bus and attraction tickets…",https://www.tripadvisor.com/Profile/U4549HPdavidc
2,Rat in executive lounge and humanless service,HopAlot,"I stayed for 5 nights from 2nd to 7th Feb. I stayed on a high floor and the room decor seems quite fresh and so probably fairly it was fairly recently redecorated. The room was comfortable and peaceful. From a service perspective this hotel is run by a faceless crew of people who can only be accessed via a customer service telephone line. When I saw a rat in the executive lounge on my last night there wasn’t even anyone around to report it to. So I called the customer service line when I got back to my room and the blasé reaction and almost a sigh, told me that this is probably a regular occurrence. There was a half hearted “sorry about that” thrown in as an after thought. No one bothered to follow-up. Just as well I was leave next morning. I am completely horrified and…",https://www.tripadvisor.com/Profile/HopAlot
1,I find myself forced to re-evaluate my opinion of the Hilton brand,James G,"After staying here for five nights over Thanksgiving week, I find myself forced to re-evaluate my assessment of what the Hilton brand stands for. I don't even know where to begin with my disappointment in my stay. My reservation was screwed up on their end, and they refused to correct it. The assistant director of operations that I spoke to was unprofessional, border on insulting, and completely unhelpful. I was promised three times that the director of operations would contact me to discuss my problems, but now, a week after checkout, I have not heard from them. The rest of the staff were superficially friendly and helpful, but seemed powerless to accomplish anything. The rooms themselves were very disappointing. The furnishings and decor seemed old and out of date. If you had…",https://www.tripadvisor.com/Profile/botulus
2,urban adventure fee,Joe C,Just another way for hotels to raise their lower advertised rate after you book. Totally worthless add-on that the staff at the front desk could not explain. Very dissappointed as I a Hilton card member.,https://www.tripadvisor.com/Profile/joecartin
2,Absolute chaos - stay away,Boeing767,"We used 45000 points, PLUS an additional $70 for an ""upgrade"". This hotel is not worth it, we could have stayed at the Doubletree Metropolitan or another similar hotel for less than $200 per night. Times Square is noisy, chaotic and crowded ... which one expects. What one DOES NOT expect is a hotel lobby which continues the problem. One expects a hotel lobby to be serene and tranquil (see number of reviews - and all I ask for is service). You have to take an elevator to the 8th floor to check in (3 minute wait for very crowded elevator), then once checked in, there is no assistance in finding a room.  For the relative expense (yes I know they were points - but I spent a great deal earning them), the room was a disappointment. Small, (JUNIOR SUITE they called it - HAH!), no real…",https://www.tripadvisor.com/Profile/Boeing767
1,Worst Experience this Platinum Member has Ever Had!,James G,"Was told I needed to show corporate ID - Then was told they wouldn't take it b/c it didn't have a company logo, but that how our company makes them!  Front desk agent was rude.  45 min ""check-in experience"" that included showing business card, iPhone email with corporate email addresses, call to Marriott Platinum, call to AMEX, etc.  Absolutely ridiculous.  I recommend staying at another hotel.  1 Star Hotels probably treat their guests better than this!",https://www.tripadvisor.com/Profile/jamesg988
2,5 nights June 2013,Paul M,"If you are a frequent 4 star traveler this hotel is not for you. The reservation was made by telephone, i requested a suit on a higher floor with a view, this was noted. On arrival we were given a sad, tired and smelly suite (?) on a lower floor with no specific view. The bathroom was moldy, smelly and the toilet seat chipped. The hairdryer cut out after 30 seconds. There was no complimentary coffee or tea. I mentioned this at the reception and they replied it must have been an oversight. The coffee machine was delivered (dumped on a table) the coffee,tea and plastic cups(yes plastic) was never replenished throughout our stay. Four star prices for a  two star hotel.",https://www.tripadvisor.com/Profile/paulmY6514PF
1,Fees Disguised as Taxes,Joe C,"I booked a room at the Grand Hyatt through Hotels.com for two nights. When I was checking in, I asked why the taxes seemed so high. They told me that the “Taxes” include a $25 per night destination charge (plus taxes on that charge). I showed them the web site and pointed out that these destination charges are included in the line simply labeled “Taxes”, not Taxes & (Other) Fees. I expressed that this was a clear misrepresentation and thus I requested that either, the destination fees be waived, or I be allowed to cancel my reservation for a full refund without financial consequence to me. They refused to do either. They told me that I needed to dispute this with Hotels.com. Coincidently, a couple was checking out of the Hyatt in the next line over and were complaining about the…",https://www.tripadvisor.com/Profile/joec791
2,Stay away,Carina Lorena B,"Rooms are the size  of a shoebox no safety box no mini bar. The bathtub and bathroom walls had hair stuck in them, I complained but still were left there after they did the room. Every employee except for the security people I dealt with were unfriendly. Walls are thin and you can hear your neighbors.  Also I must have called the operator on 5 different occasions,  and there was no answer.  I asked for directions at the  information desk and was treated pretty rudely. Checkout was unfriendly also. The hotel was not cheap  , I was expecting at least a 2 star place. Wyndham seriously needs to review  this property  and better train employees.",https://www.tripadvisor.com/Profile/carinalorenab
1,Terrible,Chris P,I stay at Marriotts all the time and this was by far the worst. 30 minutes to get my room key when I already checked in on line and I am an elite member. Incredibly rude staff. Elevators are slow and packed with people. There are signs everywhere that elite members get free breakfast but did not indicate it was for gold and platinum only. Never again.  I know NYC is busy this time of year but when you are paying over $800 a night for a small and dated room the staff can have a much better attitude.,https://www.tripadvisor.com/Profile/chrispQ1521EG
1,Won’t be back,Bill K,Came in for NBA event. After the event we had our tickets and program on the counter top. We left for some sightseeing and upon return the tix and program were gone. Apparently housekeeping believed our souvenirs were trash. Newsflash. Things on the counter aren’t trash just because they’re made of paper. On our final day we went down for breakfast. Mistake. 2 people for buffet = $96! Food was cold and not fresh. Would have been better off with McDonalds. Seems also they jacked the prices of the rooms up because it was nba draft week. We paid double what is currently advertised price now. Won’t be staying here again. ,https://www.tripadvisor.com/Profile/854billk
1,"Overpriced Walmart of New York - chaotic, cheap carpet, rude racist NY type customer service",LuxuriousTravelOnly,"Clearly the worst ever Marriott Marquis in the group.  Industrial sized Costco or Walmart feel.  Cheap carpet, cheap bathroom tiles and counter, cheap curtains, cheap everything.  Except for the ""Marquis"" branding everything is horrible including cheap Motel 6 quality of service.  Very rude staff; New York at its absolute worst!! If you want to prove it to yourself, please review all the 500 1 star comments here and the 1000 2/3 star comments and then LOOK AT THE HOTEL RESPONSE on Tripadvisor from the hotel by these two comical ""managers"" - Vanessa Virgens and Vanessa Lynk.  Instead of apologizing and being available to solve the problem, both these uncivilized whippersnapper girls who are grossly overpaid managers have written responses further marketing the property and…",https://www.tripadvisor.com/Profile/LuxuriousTravelOnly
3,Not as expected,Daniel,"I was expecting a much more higher standard for a Hyatt hotel brand. Great location, but that's pretty much it considering the price value. Considering the price paid there are definitively better hotel with a better price and good location. ",https://www.tripadvisor.com/Profile/danielyamamoto
3,Good location,david s,Stayed at the Wyndham in New York for two nights after a twelve hour train journey. The hotel is in an idea location but the beds are the smallest we've ever slept in . They call them Queen size but beware they are only Four Foot wide!  Could hardly sleep even though we were exhausted after train journey. Complained too reception but was told all the rooms had the same size beds which we found hard to believe. The manager rung our room and gave us 50 dollars off of a meal in their restaurant .wont be staying there again and we stop over in New York a lot and found much better hotels nearby.,https://www.tripadvisor.com/Profile/davidsE5583HX
